시도명,센터명,소재지,전화번호,홈페이지,위도,경도,유형,비고
광주,남구중독관리 통합지원센터,"광주광역시 남구 독립로 25-1, 4층(백운동)",062-413-1195,http://www.yohanacc.or.kr/,35.1359834510961,126.901334480018,중독관리센터,
광주,북구중독관리 통합지원센터,"소광주광역시 북구 중가로 26, 4층(유동)",062-526-3370,,35.1600032941133,126.903140515497,중독관리센터,
광주,광산구중독관리 통합지원센터,"광주광역시 광산구 상무대로 287, 눌재회관 3층(소촌동)",062-714-1233,http://www.yohanacc.or.kr/,35.1435944277071,126.797020735478,중독관리센터,
대구,광역정신건강복지센터,(우)41845 대구광역시 서구 평리로 157 대구의료원 생명존중센터 3층,053-256-0199,https://www.mohw.go.kr/menu.es?mid=a10706040200,35.8599194913791,128.541123690067,중독관리센터,
대구,중구정신건강복지센터,(우)41901 대구광역시 중구 태평로45 중구보건소 3층,053-256-2900,https://www.junggumind.or.kr/,35.8778154965513,128.583335429377,중독관리센터,
대구,동구정신건강복지센터,(우)41143 대구광역시 동구 동촌로 79 동구보건소 4층,053-983-8340,https://dmhc.co.kr/,35.8881220889311,128.65121659913,중독관리센터,
대구,서구정신건강복지센터,(우)41735 대구광역시 서구 북비산로 71길 7 3층,053-564-2595,http://www.ismhc.co.kr/,35.8801614806405,128.572399932114,중독관리센터,
대구,남구정신건강복지센터,(우)42424 대구광역시 남구 영선길 34 남구보건소 4층,053-628-5863,https://monami.or.kr/,35.8538999391532,128.591523659931,중독관리센터,
대구,북구정신건강복지센터,"(우)41551 대구광역시 북구 침산남로9길 27, 2~3층",053-353-3631,http://www.eosmhc.or.kr/,35.8913011270914,128.58181509461,중독관리센터,
대구,수성구정신건강복지센터,(우)42152 대구광역시 수성구 수성로 213 수성구보건소 별관 4층,053-756-5860,http://www.belami.or.kr/sub.php?menukey=12,35.8449592744865,128.611938542291,중독관리센터,
대구,달서구정신건강복지센터,"(우)42732 대구광역시 달서구 월성로 77, 달서건강복지관",053-637-7852,https://www.dsmhc.or.kr/,35.8300420365093,128.528336671775,중독관리센터,
대구,달성군정신건강복지센터,(우)42972 대구광역시 달성군 옥포읍 비슬로 458길 6-2 3층,053-643-0199,https://www.mind119.or.kr/,35.7895397133489,128.471281161001,중독관리센터,
대구,군위군정신건강복지센터,(우)43120 대구광역시 군위군 군위읍 군청로 70,054-380-7411,https://www.youthdgmhc.or.kr/sub.php?menukey=23,36.2295200273742,128.569871309622,중독관리센터,
대구,대구동부중독관리통합지원센터,(우)41169 대구광역시 동구 아양로 246-1 3층,053-957-8817,http://alcohol21.net/,35.8869118636571,128.639992405817,중독관리센터,
대구,달서구중독관리통합지원센터,"(우)42732 대구광역시 달서구 월성로 77, 달서건강복지관","053-638-3778,8778",https://www.youthdgmhc.or.kr/sub.php?menukey=23,35.8300420365093,128.528336671775,중독관리센터,
대구,동구 중독관리통합지원센터,"동구 동대전로 333, 3층(가양동)",042) 286-8275,http://alcohol21.net/,36.3500355450857,127.442460984979,중독관리센터,
대구,서구 중독관리통합지원센터,"서구 갈마로 40, 3층(갈마동)",042) 527-9125,http://djsaddiction.or.kr/,36.3488354552066,127.369108178332,중독관리센터,
대구,대덕구 중독관리통합지원센터,"대덕구 중리서로 42, 3층(중리동) ",042) 635-8275~6,https://www.mohw.go.kr/menu.es?mid=a10706040400,36.362540389072,127.421932425228,중독관리센터,
부산,부산중독관리통합지원센터,부산광역시 남구 용소로 46번길 4 우양빌딩 2층,051-246-7574,www.busanacc.org,35.1334895857668,129.100586169756,중독관리센터,
부산,해운대중독관리통합지원센터,부산광역시 해운대구 반송로 853 반송보건지소 1층,"051-545-1172, 1191, 1192",www.haeundaeacc.com,35.2300460281409,129.147895718325,중독관리센터,
부산,부산북구중독관리통합지원센터,부산광역시 북구 금곡대로 616번길 41 오성빌딩 5층,"051-362-5482, 051-362-5484",www.bukgu2011.or.kr,35.2623708563925,129.016262753012,중독관리센터,
부산,사상구중독관리통합지원센터,부산광역시 사상구 모라로 110번길 85 주공아파트1단지 나상가 2층,051-988-1191,http://www.sasangacc.com,35.1846437660626,128.995473574571,중독관리센터,
서울,강북구중독관리통합지원센터,서울특별시 강북구 삼양로19길 154 강북보건소 삼각산분소 2층,02-989-9223~4,www.gbalchol.co.kr,37.6170464839465,127.015639860009,중독관리센터,
서울,도봉중독관리통합지원센터,서울특별시 도봉구 도봉로 523 하이준빌딩 4층,02-6082-6793,www.dbalcohol.or.kr,37.652118517704,127.036449006949,중독관리센터,
서울,노원구중독관리통합지원센터,서울시 노원구 노원로 16길 15(하계동 256) 중계주공아파트 9단지 912동 1층,02-6941-3677~8,www.nowon-addiction.or.kr,37.6434450655049,127.073337208198,중독관리센터,
울산,울산남구중독관리통합지원센터,울산광역시 남구 달동 화합로 105 로하스 빌딩 5층,052-275-1117,www.ulsanalcohol.or.kr,35.5340902870779,129.340633053458,중독관리센터,
울산,울산중구중독관리통합지원센터,울산광역시 중구 학성로 84-1번지 3층,052-245-9007,www.alcsolution.or.kr,35.5549548339548,129.32023624892,중독관리센터,
인척,동구중독관리통합지원센터,"인천광역시 동구 송림로 113, 2층",032-764-1183,http://www.icdacc.org/,37.4769083654482,126.647210996766,중독관리센터,
인척,연수구중독관리통합지원센터,"인천광역시 연수구 앵고개로 183, 남동부수도사업소 건물 2층",032-236-9477,http://ickosacc.com/,37.4121331509152,126.665986728949,중독관리센터,
인척,남동구중독관리통합지원센터,"인천광역시 남동구 백범로 369, 401호",032-468-6412,http://nd-jungdok.or.kr/,37.465884734707,126.709729156705,중독관리센터,
인척,부평구중독관리통합지원센터,"인천광역시 부평구 마장로 410번길5, 청천2동주민센터 3층",032-507-3404,http://www.ickosacc.com/03_sub/page3_5.php,37.5148734516508,126.704539761792,중독관리센터,
인척,계양구중독관리통합지원센터,"인천광역시 계양구 계양대로 126, 계양구의회청사 1층 ",032-555-8765,http://www.ickosacc.com/03_sub/page3_5.php,37.5351321162748,126.722925241114,중독관리센터,
전남,목포시중독관리통합지원센터,전남 목포시 석현로 48 하당보건지소 3층,061-284-9694,http://www.jncsw.org/mamc/,34.8166855673326,126.426150605247,중독관리센터,
전남,여수시중독관리통합지원센터,전남 여수시 시청서4길 47 여수시보건소,061-659-4288,https://www.yeosu.go.kr/health,34.7593169752233,127.660385545186,중독관리센터,
전북,전북광역중독관리통합지원센터,전북 전주시 덕진구 정여립로 1115 나눔둥지타운 407호,063-251-0650,https://www.jbmhc.or.kr,35.8486270166212,127.083661949351,중독관리센터,
전북,군산시중독관리통합지원센터,전북 군산시 공단대로 482 4층,063-464-0061~3,http://www.gunsanacc.org,35.964560108192,126.689808395346,중독관리센터,
전북,전주시중독관리통합지원센터,"전북 전주시 덕진구 가리내로 10, 2층",063-223-4567,http://www.jaddiction.org,35.8345559942884,127.134951694305,중독관리센터,
전북,익산시중독관리통합지원센터,"전북 익산시 무왕로 975, 2층",063-859-7124,https://www.iaddiction.or.kr,35.9609947275172,126.966438367938,중독관리센터,
제주,제주광역중독관리통합지원센터,제주특별자치도 제주시 아란13길15 제주대학교병원내 별관,064-717-3000,http://jejumind.or.kr,33.4672085209581,126.545201028535,중독관리센터,
제주,서귀포중독관리통합지원센터,"제주특별자치도 서귀포시 중앙로 101번길 52, 서귀포보건소 2층",064-760-6552,http://www.seogwipo.go.kr/group/health/seogwipo/main.htm,33.2534812704393,126.555357293521,중독관리센터,
제주,제주중독관리통합지원센터,제주특별자치도 제주시 서사로 184 4층,064-759-0911,http://jejuaddiction.org,33.4959334003233,126.519481880161,중독관리센터,
경기도,경기도중독관리통합지원센터,경기도 수원시 장안구 장안로 262 4층 401호,031-269-6692,https://gcamc.co.kr/,37.3054459322814,126.99203716505,중독관리센터,
경기도,고양시중독관리통합지원센터,경기도 고양시 일산동구 일산로 86 1층,031-932-7071,http://www.gamc.or.kr/,37.645161571427,126.791111412513,중독관리센터,
경기도,김포시중독관리통합지원센터,"경기도 김포시 사우중로108,  김포시보건소 별관2층",031-998-4005,http://www.gimpomhc.or.kr,37.6237456885598,126.723079568799,중독관리센터,
경기도,성남시중독관리통합지원센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,031-751-2768,www.snac.or.kr,37.444329023077,127.144061759192,중독관리센터,
경기도,수원시중독관리통합지원센터,경기도 수원시 팔달구 매산로 89 매산119안전센터 2층,031-256-9478,www.kosacc.or.kr,37.2704984896655,127.010674176609,중독관리센터,
경기도,안산시중독관리통합지원센터,경기도 안산시 단원구 화랑로 387 (고잔동) 구단원보건소 2층,031-411-8445,www.ansanacc.or.kr,37.3225569017972,126.83271351583,중독관리센터,
경기도,안양시중독관리통합지원센터,경기도 안양시 만안구 안양로 119(계양빌딩) 7층,031-464-0175,http://www.acamc.co.kr/,37.385330147164,126.932155188339,중독관리센터,
경기도,의정부시중독관리통합지원센터,경기도 의정부시 둔야로 33번길 8 (광희빌딩 5층),031-829-5001,https://www.uamc.co.kr/,37.7391187374816,127.039310232464,중독관리센터,
경기도,파주시중독관리통합지원센터,"경기도 파주시 조리읍 봉천로 68, 파주시건강증진센터 2층",031-948-8004,www.pajuacc.com,37.7450790671407,126.805011190254,중독관리센터,
경기도,화성시중독관리통합지원센터,경기도 화성시 서봉로 998 정남행정복합센터 내 정남보건지소 1층,031-354-6614,https://www.hsalcohol.kr/,37.1602729370056,126.971109659486,중독관리센터,
충남,아산시중독관리통합지원센터,아산시 번영로 224번길 20번지,"041-537-3332,4~5",www.asanmind.net,36.782564871491,127.01460580858,중독관리센터,
충남,천안시중독관리통합지원센터,천안시 서북구 서부8길 29 구보건소 별관1층,041-577-8097~8,www.cheonanac.or.kr,36.8197754975339,127.139883466987,중독관리센터,
충북,청주중독관리통합지원센터,충북 청주시 흥덕구 비하동 12번길 46번지 강서보건지소 2층,043-272-0067,www.cjacc.or.kr,36.6301697978705,127.426490046585,중독관리센터,
충북,충북광역중독관리통합지원센터,충북 청주시 서원구 1순환로 767 지오빌딩 2층,043-217-0597,https://www.cbmind.or.kr,36.6254772338447,127.46382939789,중독관리센터,
서울,서울시청소년상담복지센터,서울특별시 중구 을지로 11길 23,02-2285-1318,www.teen1318.or.kr,37.5674695165793,126.990556542568,청소년상담복지센터,
서울,종로구청소년상담복지센터,서울특별시 종로구 명륜길 90,02-762-1318,www.jongno1318.or.kr,37.5906438158482,126.993381790087,청소년상담복지센터,
서울,용산구청소년상담복지센터,서울특별시 용산구 백범로 329(원효로 1가) 꿈나무종합타운,02-3273-5820,www.dodoit.or.kr,37.5389037956572,126.965012154483,청소년상담복지센터,
서울,성동구청소년상담복지센터,서울특별시 성동구 행당로6길 24-15,02-2299-1388,http://sdyc.or.kr,37.5542260055762,127.02709903145,청소년상담복지센터,
서울,광진구청소년상담복지센터,서울특별시 광진구 아차산로 24길 17 자양공공힐링센터,02-2205-2300,www.light1318.or.kr,37.5402634327717,127.06510934187,청소년상담복지센터,
서울,동대문구청소년상담복지센터,"서울특별시 동대문구 천호대로2길 23-9, 신설동복지지원센터",02-2236-1318,www.ddm1318.or.kr,37.5739352110342,127.024624345702,청소년상담복지센터,
서울,중랑구청소년상담복지센터,서울특별시 중랑구 용마산로 217 청소년수련관,02-496-1895,www.jn1318.or.kr,37.5732265834742,127.085972757774,청소년상담복지센터,
서울,성북구청소년상담복지센터,서울특별시 성북구 정릉로 242 성북아동청소년센터,02-3292-1388,www.sb1318.or.kr,37.6047401646543,127.010582572163,청소년상담복지센터,
서울,성북구석관청소년상담복지센터,서울특별시 성북구 돌곶이로 18길 3-9,02-963-1318,www.sb1318.or.kr,37.6095312997862,127.058859322029,청소년상담복지센터,
서울,강북구청소년상담복지센터,서울특별시 강북구 4.19로 74 강북청소년수련관,02-6715-6661,www.gb1318.or.kr,37.6459890891427,127.006405787731,청소년상담복지센터,
서울,도봉구청소년상담복지센터,서울특별시 도봉구 노해로 69길 132 문화체육센터,02-6956-4501,www.db1318.or.kr,37.6581173975205,127.05070532949,청소년상담복지센터,
서울,노원구청소년상담복지센터,서울특별시 노원구 수락산로212-19,02-2091-1388,www.nowonyouthcenter.org,37.6714432224369,127.054826706724,청소년상담복지센터,
서울,은평구청소년상담복지센터,서울특별시 은평구 백련산로 4길 16 은평청소년수련관,02-384-1318,www.woori1318.or.kr,37.5942157413413,126.924544209302,청소년상담복지센터,
서울,서대문구청소년상담복지센터,서울특별시 서대문구 증가로30길 45-9 휴먼센터 3~4층,02-3141-1318,www.sdm7979.or.kr/,37.5847231370197,126.913729506525,청소년상담복지센터,
서울,마포구청소년상담복지센터,서울특별시 마포구 희우정로 77 마포한강아이파크 상가동,02-6376-9900,www.mapo1388.or.kr,37.5531729682225,126.902698099648,청소년상담복지센터,
서울,양천구청소년상담복지센터,"서울특별시 양천구 남부순환로83길 53, 신월6동 행정복합타운",02-2646-8341,http://yangcheon1388.or.kr/,37.5180156016829,126.845086473562,청소년상담복지센터,
서울,강서구청소년상담복지센터,서울특별시 강서구 화곡로 18길 14-5,02-2061-8998,www.gs1318.or.kr ,37.5394375812368,126.835531309461,청소년상담복지센터,
서울,구로구청소년상담복지센터,서울특별시 구로구 오리로 1115 천왕동청소년문화의집,02-867-1318,www.guro1318.or.kr,37.4839293511759,126.840240800442,청소년상담복지센터,
서울,금천구청소년상담복지센터,서울특별시 금천구 독산로32다길 17(시흥4동),02-803-1873,www.gc1388.or.kr,37.4592011907069,126.906560992982,청소년상담복지센터,
서울,영등포구청소년상담복지센터,서울특별시 영등포구 도영로22길 36 해광빌딩,02-2676-6114,www.young1318.com,37.5101566080895,126.903292797536,청소년상담복지센터,
서울,동작구청소년상담복지센터,서울특별시 동작구 여의대방로 20길 61 시립보라매청소년센터 슬기동,02-845-1388,http://djyc1388.or.kr/,37.493868600332,126.921806283465,청소년상담복지센터,
서울,관악구청소년상담복지센터,서울특별시 관악구 남부순환로 234길 73 싱글벙글교육센터 벙글동,02-872-1318,http://go1318.or.kr/,37.4760962512417,126.956288055678,청소년상담복지센터,
서울,서초구청소년상담복지센터,서울특별시 서초구 방배로5길 11,02-525-9128,http://seocho1318.com/,37.4782860375846,126.999055635787,청소년상담복지센터,
서울,강남구청소년상담복지센터,서울특별시 강남구 광평로 144 (수서동 749),02-2226-7667,www.gnyc.or.kr,37.4835908846708,127.088792896988,청소년상담복지센터,
서울,송파구청소년상담복지센터,서울특별시 송파구 중대로 4길 4 송파구청소년센터,02-449-7173,www.sp1318.or.kr,37.489705615265,127.111301418969,청소년상담복지센터,
서울,강동구청소년상담복지센터,서울특별시 강동구 아리수로93길 47 서울시립강동청소년수련관,070-8819-1388,http://www.wagle.or.kr,37.5664776017967,127.173029251627,청소년상담복지센터,
부산,부산광역시청소년상담복지센터,부산광역시 부산진구 서전로 43,051-804-5001,http://www.cando.or.kr/,35.1580729998094,129.064634532602,청소년상담복지센터,
부산,부산중구청소년상담복지센터,부산광역시 중구 남포길 39-2,051-231-1388,www.junggu1388.or.kr,35.0982340129515,129.033249032039,청소년상담복지센터,
부산,부산서구청소년상담복지센터,부산광역시 서구 시약로 125,051-714-3013,www.flyseogu1388.or.kr ,35.1207776078408,129.009610705548,청소년상담복지센터,
부산,부산동구청소년상담복지센터,부산광역시 동구 범곡로 9 비전센터,051-632-1388,http://bsdg1388.kr/,35.1388712629773,129.055729768558,청소년상담복지센터,
부산,영도구청소년상담복지센터,부산광역시 영도구 절영로 321 함지골청소년수련관,051-405-5605,www.busanyouth.or.kr,35.0744699812671,129.054145954559,청소년상담복지센터,
부산,부산진구청소년상담복지센터,"부산광역시 부산진구 동평로 405번길 85, 양정청소년수련관",051-868-0956,http://bsjin1388.or.kr,35.1772923396196,129.071723077876,청소년상담복지센터,
부산,동래구청소년상담복지센터,"부산광역시 동래구 중앙대로 1523 SK허브스카이 A3동 05호, 06호",051-555-1388 ,www.1388youth.kr ,35.221286652299,129.08607825265,청소년상담복지센터,
부산,부산남구청소년상담복지센터,부산광역시 남구 유엔평화로 24,051-621-1389,www.namgu1388.kr,35.1328936046261,129.091761397188,청소년상담복지센터,
부산,부산북구청소년상담복지센터,부산광역시 북구 덕천로3(구포1동 610-1),051-343-1388,http://www.bsbukgu.go.kr/youth ,35.2072463368334,129.005354515944,청소년상담복지센터,
부산,해운대구청소년상담복지센터,부산광역시 해운대구 재반로 151-21 해운대청소년수련관,051-731-4046,www.u-dream.or.kr,35.1922003956276,129.127084171705,청소년상담복지센터,
부산,사하구청소년상담복지센터,부산광역시 사하구 동매로 161,051-207-7169,www.saha1388.kr,35.1014300245646,128.975651106538,청소년상담복지센터,
부산,금정구청소년상담복지센터,부산광역시 금정구 기찰로 96번길 47,051-581-2084,www.gjyouth1388.or.kr,35.2379855164777,129.095163955402,청소년상담복지센터,
부산,연제구청소년상담복지센터,부산광역시 연제구 월드컵대로 243번길 19 거제동원타워상가,051-506-1386,www.yeonje1388.or.kr,35.1893465707782,129.069974084203,청소년상담복지센터,
부산,수영구청소년상담복지센터,부산광역시 수영구 수영로 521번길 77 청소년문화의집,051-759-8413,www.meetyou.kr,35.1529382417657,129.10745948362,청소년상담복지센터,
부산,사상구청소년상담복지센터,부산광역시 사상구 백양대로 952 사상아동보건센터,051-327-1388,http://sasang1388.kr/,35.1910966563145,128.992345786104,청소년상담복지센터,
부산,기장군청소년상담복지센터,부산광역시 기장군 기장읍 차성서로 86 대라다목적도서관,051-792-4880,http://gijangcmc.or.kr/1388/main/main.asp,35.2407991513294,129.210592207043,청소년상담복지센터,
대구,대구광역시청소년상담복지센터,대구광역시 중구 중앙대로 81길 66-5 대구청소년지원재단,053-659-6240,www.daeguyouth.net,35.869932006114,128.590123325509,청소년상담복지센터,
대구,대구중구청소년상담복지센터,대구광역시 중구 국채보상로 541,053-423-1377,http://www.ymca1388.or.kr/ ,35.8706261612679,128.589857530996,청소년상담복지센터,
대구,대구동구청소년상담복지센터,대구광역시 동구 동촌로 16길 20 아인빌딩,053-984-1319,http://www.dg1388.or.kr,35.8868426453704,128.650929355836,청소년상담복지센터,
대구,대구서구청소년상담복지센터,대구광역시 서구 서대구로222,053-562-1388,www.seoguc8310.or.kr ,35.8777430355856,128.555240464951,청소년상담복지센터,
대구,대구남구청소년상담복지센터,대구광역시 남구 중앙대로 49길 25,053-624-0996,www.dng1388.or.kr,35.8552868451051,128.589035864393,청소년상담복지센터,
대구,대구북구청소년상담복지센터,대구광역시 북구 칠곡중앙대로561 읍내동행정복지센터,053-324-1388,www.teen1388.or.kr,35.9459215699445,128.550527527646,청소년상담복지센터,
대구,수성구청소년상담복지센터,대구광역시 수성구 달구벌대로 2451 범어도서관,053-759-1388,http://ss1388.suseong.kr ,35.8593746225039,128.630676542814,청소년상담복지센터,
대구,달서구청소년상담복지센터,대구광역시 달서구 학산로 7길 39 (월성동),053-638-1388,www.dalbi1388.or.kr,35.831576741843,128.529870668306,청소년상담복지센터,
대구,대구달성군청소년상담복지센터,대구광역시 달성군 현풍읍 테크노중앙대로 231,053-614-1388,http://www.ds1388.or.kr/ds1388/,35.6911036739184,128.457121482268,청소년상담복지센터,
대구,군위군청소년상담복지센터,대구광역시 군위군 군위읍 군청로 158 군위국민체육센터,054-382-1388,http://www.gunwi.go.kr/ko/page.do?mnu_uid=312&,36.2377123994957,128.574021887123,청소년상담복지센터,
인천,인천광역시청소년상담복지센터,인천광역시 동구 박문로 1. 인천교구 가톨릭청소년센터,032-429-0394,www.inyouth.or.kr,37.4706891169897,126.651839572554,청소년상담복지센터,
인천,인천중구청소년상담복지센터,"인천광역시 중구 송산로 52, 중구청소년수련관",032-773-1317,www.junggu1388.kr,37.4821989251643,126.545150113526,청소년상담복지센터,
인천,인천중구동인천청소년상담복지센터,"인천광역시 중구 참외전로72번길 25, 동인천동 행정복지센터",032-747-1318,www.junggu1388.kr,37.4768252149958,126.628948176283,청소년상담복지센터,
인천,인천동구청소년상담복지센터,"인천광역시 동구 송림로 80,",032-777-1388,www.dream1388.or.kr,37.4753130127016,126.643746673825,청소년상담복지센터,
인천,인천미추홀구청소년상담복지센터,인천광역시 미추홀구 주안로82(주안1동 232-3) 청소년미디어센터,032-862-4877,www.michu1388.or.kr,37.463870633771,126.678709580267,청소년상담복지센터,
인천,연수구청소년상담복지센터,인천광역시 연수구 원인재로 283 연수3동 주민센터,032-818-0358,www.ysyouth.or.kr,37.4193302604457,126.691960503753,청소년상담복지센터,
인천,남동구청소년상담복지센터,인천광역시 남동구 소래로 645 남동구평생학습관,032-468-1388,http://nd1388.or.kr,37.4477147022117,126.733083722994,청소년상담복지센터,
인천,부평구청소년상담복지센터,"인천광역시 부평구 산청로 129,",032-509-8916,http://portal.icbp.go.kr/1388/,37.5205487010798,126.701862113553,청소년상담복지센터,
인천,계양구청소년상담복지센터,"인천광역시 계양구 봉오대로 600번길 20,",032-547-0855,www.gyeyang1388.or.kr,37.5285886680783,126.714996577087,청소년상담복지센터,
인천,인천서구청소년상담복지센터,인천광역시 서구 원적로 7번길 12 가좌청소년센터,032-584-1386,www.sg1388.or.kr,37.4880388070703,126.678689885823,청소년상담복지센터,
인천,강화군청소년상담복지센터,"인천광역시 강화군 강화읍 향나무길 22번길 30-1,",032-932-1388,ghycw.ganghwa.go.kr,37.7467743633862,126.477509052465,청소년상담복지센터,
광주,광주광역시청소년상담복지센터,"광주광역시 서구 학생독립로 37, 광주광역시청소년수련원 D동",062-226-8181,www.gj1388.or.kr,35.1416379743651,126.868004071722,청소년상담복지센터,
광주,광주동구청소년상담복지센터,광주광역시 동구 금남로 246 광주 YMCA,062-229-3308,www.dg1388.com,35.1478963730567,126.918396680309,청소년상담복지센터,
광주,광주서구청소년상담복지센터,광주광역시 서구 상무오월로 23(쌍촌동),062-375-1388,www.happy1388.com,35.155669458818,126.861942781817,청소년상담복지센터,
광주,광주남구청소년상담복지센터,광주광역시 남구 서문대로 693,062-675-1388,www.1388namgu.or.kr,35.1212035658947,126.898446543729,청소년상담복지센터,
광주,광주북구청소년상담복지센터,"광주광역시 북구 대천로 86, 북구청소년수련관",062-251-1388,www.ok1388.kr,35.1849167007798,126.916685711054,청소년상담복지센터,
광주,광산구청소년상담복지센터,광주광역시 광산구 무진대로 246-7,062-943-1388,www.gsg1388.or.kr ,35.1606592950895,126.807614994956,청소년상담복지센터,
대전,대전광역시청소년상담복지센터,대전광역시 동구 대전천동로 508,042-252-6577,www.dj1388.or.kr,36.326992084421,127.432905315097,청소년상담복지센터,
대전,대전서구청소년상담복지센터,"대전광역시 서구 월평로 71(월평동, 태호빌딩)",042-527-1112,http://www.sgy1388.or.kr,36.3563423616174,127.365168658006,청소년상담복지센터,
대전,유성구청소년상담복지센터,대전광역시 유성구 북유성대로 158 유성구청소년수련관,042-824-3454,counsel.happyyc1318.or.kr,36.380657874996,127.323700039148,청소년상담복지센터,
울산,울산광역시청소년상담복지센터,울산광역시 중구 강북로 105 상가동,052-227-2000,www.counteen.or.kr,35.5531221882142,129.321395623025,청소년상담복지센터,
울산,울산남구청소년상담복지센터,울산광역시 남구 돋질로106 마이코즈건물,052-291-1388,http://www.micos1388.or.kr,35.5390228340792,129.317308335811,청소년상담복지센터,
울산,울산동구청소년상담복지센터,"울산광역시 동구 대학길 59,",052-233-5279,www.friend5279.or.kr,35.498926181878,129.421183718966,청소년상담복지센터,
울산,울산북구청소년상담복지센터,울산광역시 북구 제내1길 6 복음빌딩,052-283-1388,www.bukgu1388.or.kr,35.6314176893725,129.351788771164,청소년상담복지센터,
울산,울주군청소년상담복지센터,"울산광역시 울주군 온산읍 덕신로 299, 온산읍행정복지타운",052-263-1388,www.ulju1388.or.kr,35.4346163759708,129.314340869291,청소년상담복지센터,
울산,울주군중부청소년상담복지센터,울산광역시 울주군 범서읍 구영로 101-20 울주중부청소년수련관 내,052-229-9652,www.ulju1388.or.kr,35.5748608584169,129.244151359493,청소년상담복지센터,
세종,세종특별자치시청소년상담복지센터,세종특별자치시 조치원읍 새내로 108,044-867-2022,www.sj1388.or.kr,36.6017147440624,127.298414514407,청소년상담복지센터,
경기,경기도청소년상담복지센터,경기도 수원시 장안구 송원로 55 행정동우회관,031-248-1318,www.hi1318.or.kr,37.3001874020729,127.007851633785,청소년상담복지센터,
경기,수원시청소년상담복지센터,경기도 수원시 팔달구 권광로 293 수원시청소년재단 희망등대센터,031-212-1318,http://www.syf.or.kr,37.2736407826823,127.035269711412,청소년상담복지센터,
경기,성남시청소년상담복지센터,경기도 성남시 중원구 성남대로 997번길 7(금담빌딩),031-756-1388,http://www.snyouth.or.kr/sn1388 ,37.4185545468664,127.127775180955,청소년상담복지센터,
경기,의정부시청소년상담복지센터,경기도 의정부시 의정로 27 청소년수련관,031-872-1388,www.uiyouth.or.kr,37.7351720151649,127.033873611006,청소년상담복지센터,
경기,안양시청소년상담복지센터,경기도 안양시 만안구 안양로 263번길 31,031-446-0242,www.ayf.or.kr/1388,37.3952498535075,126.922048995703,청소년상담복지센터,
경기,부천시청소년상담복지센터,경기도 부천시 원미구 장말로 107 복사골문화센터,032-325-3002,www.zzang1318.or.kr,37.4944647055653,126.753974922902,청소년상담복지센터,
경기,광명시청소년상담복지센터,경기 광명시 디지털로 34,02-809-2000,https://www.gmyouth.org/,37.4783,126.8665,청소년상담복지센터,
